,name,grape,region,variety,rating,notes
313,Lecheneaut Morey-St-Denis 2015,,"Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,93.0,"It’s most common look is an assertive tone (bright ruby, intense garnet carmine) with purple highlights. The bouquet is divided among black fruit (black current, blueberry) and pitted red fruits (cherry). With age, it evokes moss and truffle. Sustained and structured, it possesses the right balance between a powerful body and a fruity expression."
314,Lecheneaut Nuits-St. Georges 2014,,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,92.0,"With a purple tint, intense and sometimes veering to mauve, the aromas often evoke rose and licorice. Other aromas include cherry, strawberry, blackcurrant, leather, truffle, fur, and game. Macerated fruity notes complete the bouquet. Vigorous and robust, it has body and character with a balanced and framed structure. Long lasting on the palate, it can be fully enjoyed after several years of ageing; maturity brings a sultry and elegant roundness."
315,Lecheneaut Nuits-St. Georges 2015,,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,93.0,"With a purple tint, intense and sometimes veering to mauve, the aromas often evoke rose and licorice. Young aromas of cherry, strawberry, and blackcurrant. Mature aromas of leather, truffle, fur, and game. Macerated fruity notes complete the bouquet. Vigorous and robust, it has body and character with a balanced and framed structure. Long lasting on the palate, it can be fully enjoyed after several years of ageing; maturity brings a sultry and elegant roundness."
316,Lecheneaut Nuits-St. Georges Damodes Premier Cru 2011,,"Burgundy, France",Red Wine,91.0,"The freshness and the purity of fruit combine with a fine structure, tender and supple. Easily approachable in its youth, it surprises by its capacity to assert its personality during ageing."
317,Lecheneaut Nuits-St. Georges Damodes Premier Cru 2014,,"Burgundy, France",Red Wine,93.0,"The freshness and the purity of fruit combine with a fine structure, tender and supple. Easily approachable in its youth, it surprises by its capacity to assert its personality during ageing."
318,Lecheneaut Nuits-St. Georges Damodes Premier Cru 2015,,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,94.0,"The freshness and the purity of fruit combine with a fine structure, tender and supple. Easily approachable in its youth, it surprises by its capacity to assert its personality during ageing."
319,Lecheneaut Nuits-St. Georges Damodes Premier Cru 2016,,"Burgundy, France",Red Wine,95.0,"The freshness and the purity of fruit combine with a fine structure, tender and supple. Easily approachable in its youth, it surprises by its capacity to assert its personality during ageing."
320,Lecheneaut Nuits-St-Georges Les Pruliers Premier Cru 2015,,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,95.0,"Les Pruliers display a strong color. Young, it imposes its personality. Fresh red fruit aromas mingle with fine plant fragrances evoking wild prunes as well as notes of licorice and spiced roses. Mature, depth and roundness mask a strict final frame. You will perceive aromas of cocoa, smoked meat, and undergrowth. Age brings forth a generous and sensual smoothness."
321,L'Ecole 41 Barrel Fermented Semillon 2002,,"Columbia Valley, Washington",White Wine,90.0,"Rich in flavor and body, this wine shows honey, melon and soft tropical fruit flavors, with a hint of apricot and fig. The viscous mouth feel integrates these fruit components with a touch of vanilla and lemon, resulting in a crisp long finish."
322,L'Ecole 41 Barrel Fermented Semillon 2004,,"Columbia Valley, Washington",White Wine,91.0,"""Few Semillons show their richness and complexity as those produced in Washington State.  Our cool harvest nights help to ensure crisp natural acidity, making this a wonderful food pairing wine.  Try it with a goat cheese appetizer, spicy seafood, or your traditional Thanksgiving turkey and dressing."""
323,L'Ecole 41 Chardonnay 2004,,"Columbia Valley, Washington",White Wine,87.0,"""The structure and backbone of this wine comes from the slightly cooler growing conditions of Fair Acre Vineyard and Evergreen Vineyards, with the riper melon and tropical flavors accentuated by the warmer Sagemoor and Goose Ridge sites.  Crisp acidity, ripe tropical flavors and a slight mineral edge harmonize with the richness of this Burgundian style Chardonnay."""
324,L'Ecole 41 Chardonnay 2006,,"Columbia Valley, Washington",White Wine,91.0,"Elegantly balanced, this Burgundian style Chardonnay shows Fuji apple, Asian pear and ripe pineapple and tropical flavors with subtle mineral and spice that gain complexity on a long, robust finish."
325,L'Ecole 41 Chardonnay 2005,,"Columbia Valley, Washington",White Wine,90.0,"""Some of the best Chardonnays in Washington State are grown in the slightly cooler growing conditions of Yakima Valley and in the northern latitudes of the Columbia Valley.   Fair Acre Vineyard (Yakima Valley) provides ripe tropical fruit, while Evergreen (latitude 47 on the Columbia River) contributes crisp acidity and minerality.  The old vines at the warmer Sagemoor Vineyard provide a nuance of ripe melon and pear on this Burgundian style Chardonnay."""
326,L'Ecole 41 Chardonnay 2008,,"Columbia Valley, Washington",White Wine,88.0,"This elegantly balanced Chardonnay shows robust acidity and purity of fruit with subdued tropical fruit, orange blossom and Asian pear flavors and subtle mineral nuances that gain complexity on a long, robust finish."
327,L'Ecole 41 Chardonnay 2009,,"Columbia Valley, Washington",White Wine,90.0,"Some of the best Chardonnays in Washington State are grown in the slightly cooler growing conditions of Yakima Valley and in the northern latitudes of the Columbia Valley. The Schmitt Vineyard (Yakima Valley) provides nice tropical fruit, while Evergreen (latitude 47 on the Columbia River) contributes crisp acidity and minerality.  "
328,L'Ecole 41 Chardonnay 2007,,"Columbia Valley, Washington",White Wine,90.0,This wine is a blend of three distinguished vineyards: 52% Schmitt Vineyard; 36% Evergreen and 12% Bacchus.
329,L'Ecole 41 Chardonnay 2012,,"Columbia Valley, Washington",White Wine,90.0,"This beautifully expressive Chardonnay offers an enticing mix of tropical fruit, fresh apple, and old world characters of flint and slate. The elegant structure of this wine is finely balanced between richness and minerality, adding complexity on the clean, lingering finish."
330,L'Ecole 41 Chardonnay 2013,,"Columbia Valley, Washington",White Wine,91.0,"This beautifully expressive Chardonnay offers an enticing mix of tropical fruit, apple, and old world characters of flint and slate. The rich structure of this wine is finely balanced with texture and minerality, adding complexity on the full, lingering finish."
331,L'Ecole 41 Chardonnay 2014,,"Columbia Valley, Washington",White Wine,90.0,"This beautifully expressive Chardonnay offers an enticing mix of tropical fruit, apple, and nutmeg with old world characters of flint and slate. The rich structure of this wine is finely balanced with texture and minerality, adding complexity on the full, lingering finish."
332,L'Ecole 41 Chardonnay 2015,,"Columbia Valley, Washington",White Wine,90.0,"This beautifully expressive Chardonnay offers an enticing mix of tropical fruit, apple, and nutmeg with old world characters of flint and slate. The rich structure of this wine is finely balanced with texture and minerality, adding complexity on the full, lingering finish."
333,L'Ecole 41 Chardonnay 2016,,"Columbia Valley, Washington",White Wine,91.0,"This beautifully expressive Chardonnay offers an inviting mix of baked apple, dried mango, brioche, and stone. Complex, with excellent balance, the finish builds to a long fruit-mineral-spice aftertaste."
334,L'Ecole 41 Chardonnay 2018,,"Columbia Valley, Washington",White Wine,89.0,"This classic Chardonnay offers an inviting mix of baked apple, Asian pear, and stone.  With lemon oil and brioche on the mid-palate, this wine lively builds to a long mineral finish."
335,L'Ecole 41 Columbia Valley Cabernet Sauvignon 2007,,"Columbia Valley, Washington",Red Wine,90.0,"Its elegant, old world structure and dense, dark fruit flavors show cassis, black cherry and cocoa with leather, tobacco and savory spice on a beautifully balanced toasty finish."
336,L'Ecole 41 Columbia Valley Cabernet Sauvignon 2011,,"Columbia Valley, Washington",Red Wine,91.0,"With its classic varietal Cabernet profile, this focused and integrated wine shows layers of dark fruit, coffee, earth and baking spice. Flavors of plum, blackberry and cassis mingle with dusty fine tannins through a long, expressive finish."
337,L'Ecole 41 Columbia Valley Cabernet Sauvignon 2012,,"Columbia Valley, Washington",Red Wine,92.0,"With its classic varietal Cabernet profile, this focused and integrated wine shows layers of dark fruit, coffee, earth and baking spice. Flavors of plum, blackberry and cassis mingle with dusty fine tannins through a long, expressive finish."
338,L'Ecole 41 Columbia Valley Cabernet Sauvignon 2015,,"Columbia Valley, Washington",Red Wine,90.0,"For over 30 years, L’Ecole has built long term partnerships with the oldest and most proven vineyards, providing access to some of the best fruit in the Columbia Valley.  With average vine age of more than 20 years, this wine shows a classic Cabernet Sauvignon profile of firm structure, integrated tannins, and dark expressive fruit. "
339,L'Ecole 41 Columbia Valley Merlot 2000,,"Columbia Valley, Washington",Red Wine,88.0,"L'Ecole No 41 is indisputabley best known for Merlot. Fermentation control is carried out in a traditional Bordeaux style, with small lot fermentations punched down by hand for optimal color and flavor extraction. Tannins are minimized during fermentation and in the press cycle where we do not exceed 1 bar of pressure. The wine is gently racked into a combination of new and older French and American oak barrels and aged for 18 months. With rich black cherry and berry fruit flavors in balance with the tannins, we choose not to fine this wine before filtering. "
340,L'Ecole 41 Columbia Valley Merlot 2003,,"Columbia Valley, Washington",Red Wine,88.0,"Rich with spicy, aromatic aromas of nutmeg, clove and cinnamon, this Merlot shows ripe black plum, blackberry and dark cocoa flavors, with notes of leather and sweet tobacco encased in a toasty, ripe black cherry finish."
341,L'Ecole 41 Columbia Valley Merlot 2004,,"Columbia Valley, Washington",Red Wine,90.0,"Rich and spicy, with aromatic aromas of nutmeg, clove and cinnamon, this Merlot shows ripe black plum, blackberry and dark flavors encased in a peppery, chocolate, black cherry finish."
342,L'Ecole 41 Columbia Valley Merlot 2005,,"Columbia Valley, Washington",Red Wine,90.0,"Blend: 80% Merlot, 12% Cabernet Franc,5% Petit Verdot, 3% Cabernet Sauvignon"
343,L'Ecole 41 Columbia Valley Merlot 2006,,"Columbia Valley, Washington",Red Wine,87.0,"A blend of 80% Merlot, 12% Cabernet Franc, 5% Petit Verdot and 3% Cabernet Sauvignon."
344,L'Ecole 41 Columbia Valley Merlot 2007,,"Columbia Valley, Washington",Red Wine,91.0,"Rich with pretty aromatic aromas of nutmeg, clove and spice, this dark and brooding Merlot shows black cherry, blackberry, and earthy dark fruit flavors encased in a peppery, cocoa, toasty finish."
345,L'Ecole 41 Columbia Valley Merlot 2010,,"Columbia Valley, Washington",Red Wine,89.0,"Layered with enticing aromas of plum, clove and notes of violet, this full-bodied Merlot shows a robust core of cherry, blackberry and cola on a seamless finish of fine-grained, yet firm tannins."
346,L'Ecole 41 Columbia Valley Merlot 2011,,"Columbia Valley, Washington",Red Wine,91.0,"Layered with enticing aromas of plum and notes of violet, this full bodied Merlot shows a robust core of black cherry, blackberry, and cola on a seamless finish of fine-grained yet firm tannin."
347,L'Ecole 41 Columbia Valley Merlot 2012,,"Columbia Valley, Washington",Red Wine,90.0,"Layered with enticing aromas of black plum, espresso, violet and red flower, this full bodied Merlot shows a robust core of dried cherry, blackberry, and baking spice on a seamless finish of fine-grained yet firm tannin. "
